LocationDirection,LocationCode,Mesh_ID,Link_ID,draw_LineDir,Link_kind,Rtic_kind,Link_direction,Link_length,LTN
-,1271,595673,710303,1,6,4,2,0.062,32
-,1271,595673,710304,1,6,4,2,0.019,32
-,1271,595673,687351,1,6,4,2,0.059,32
-,1271,595673,687353,1,6,4,2,0.006,32
-,1271,595673,687341,1,6,4,2,0.007,32
-,1271,595673,687343,1,6,4,2,0.087,32
-,1271,595673,676250,1,6,4,2,0.037,32
-,1271,595673,665285,1,6,4,2,0.022,32
-,1271,595673,687322,1,6,4,2,0.072,32
-,1271,595673,687324,1,6,4,2,0.008,32
-,1271,595673,663758,1,6,4,2,0.009,32
-,1271,595673,663709,0,6,,3,0.016,32
-,1271,595673,663708,0,6,4,3,0.011,32
-,1272,595673,664202,1,6,4,2,0.007,32
-,1272,595673,664204,1,6,4,2,0.07,32
-,1272,595673,679463,1,6,4,2,0.012,32
-,1272,595673,680902,1,6,4,2,0.054,32
-,1272,595673,676260,1,6,4,2,0.074,32
-,1272,595673,674761,1,6,4,2,0.061,32
-,1272,595673,674762,1,6,4,2,0.172,32
-,1272,595673,662763,1,6,4,2,0.091,32
-,1272,595673,662765,1,6,4,2,0.007,32
-,1272,595673,665274,1,6,,2,0.008,32
-,1273,595673,675433,0,6,4,3,0.092,32
-,1273,595673,668581,1,6,4,2,0.548,32
-,1273,595673,665318,1,6,4,2,0.05,32
-,1273,595673,664213,1,6,4,2,0.037,32
-,1273,595673,664215,1,6,4,2,0.007,32
-,1276,595663,614595,1,1,2,2,0.069,32
-,1276,595663,614596,1,1,2,2,0.039,32
-,1276,595663,633048,1,1,2,2,0.087,32
-,1276,595663,541834,1,1,2,2,0.042,32
-,1276,595663,541836,1,1,2,2,0.016,32
-,1276,595663,541837,1,1,2,2,0.586,32
-,1276,595663,541840,1,1,2,2,0.021,32
-,1277,595662,502315,1,3,4,2,0.293,32
-,1277,595662,502316,1,3,4,2,0.02,32
-,1277,595662,85731863,1,3,4,2,0.191,32
-,1277,595662,85731864,1,3,4,2,0.102,32
-,1277,595662,502308,1,3,4,2,0.079,32
-,1277,595662,502309,1,3,,2,0.011,32
-,1277,595662,449902,1,3,4,2,0.067,32
-,1277,595662,444313,1,3,4,2,0.236,32
-,1277,595662,85731869,1,3,4,2,0.061,32
-,1277,595662,85731870,1,3,4,2,0.023,32
-,1277,595662,463517,1,3,4,2,0.009,32
-,1277,595662,443342,1,3,4,2,0.061,32
-,1277,595662,443344,1,3,4,2,0.249,32
-,1277,595662,461183,1,3,4,2,0.228,32
-,1277,595662,458625,0,3,4,3,0.055,32
-,1277,595662,462723,0,3,,3,0.012,32
-,1286,595672,414138,1,6,4,2,0.012,32
-,1286,595672,87767272,1,6,4,2,0.256,32
-,1286,595672,87767273,1,6,4,2,0.088,32
-,1286,595672,360741,1,6,4,2,0.052,32
-,1286,595672,394372,1,6,4,2,0.127,32
-,1286,595672,394373,1,6,4,2,0.028,32
-,1286,595672,414143,1,6,4,2,0.029,32
-,1286,595672,414146,1,6,4,2,0.02,32
-,1286,595672,414147,1,6,4,2,0.056,32
-,1286,595672,404816,1,6,4,2,0.167,32
-,1286,595672,404817,1,6,4,2,0.023,32
-,1286,595672,414154,1,6,4,2,0.116,32
-,1286,595672,414155,1,6,4,2,0.058,32
-,1286,595672,421368,1,6,4,2,0.011,32
-,1286,595672,357235,1,6,4,2,0.018,32
-,1286,595672,357236,1,6,,2,0.007,32
-,1286,595672,365871,1,6,,2,0.009,32
-,1286,595672,364374,1,6,,2,0.007,32
-,1289,595673,678759,0,6,4,3,0.041,32
-,1289,595673,15481020,0,6,4,3,0.066,32
-,1289,595673,15481019,0,6,4,3,0.026,32
-,1289,595673,49043863,0,6,4,3,0.157,32
-,1289,595673,671528,0,6,4,3,0.034,32
-,1289,595673,681844,0,6,4,3,0.067,32
-,1289,595673,606299,0,6,4,3,0.036,32
-,1289,595673,671718,0,6,4,3,0.034,32
-,1289,595673,685606,0,6,4,3,0.112,32
-,1289,595673,685605,0,6,4,3,0.112,32
-,1289,595673,671456,0,6,4,3,0.009,32
-,1289,595673,12566922,0,6,4,3,0.014,32
-,1289,595673,12566924,0,6,4,3,0.017,32
-,1289,595673,12566923,0,6,4,3,0.016,32
-,1289,595673,671526,0,6,4,3,0.01,32
-,1291,595673,15827834,1,4,3,2,0.089,32
-,1291,595673,15827835,1,4,3,2,0.151,32
-,1291,595673,682071,1,4,3,2,0.103,32
-,1291,595673,14226510,1,4,3,2,0.016,32
-,1291,595673,14226514,1,4,3,2,0.044,32
-,1291,595673,14226515,1,4,3,2,0.048,32
-,1291,595673,667088,1,4,3,2,0.019,32
-,1291,595673,579487,0,4,3,3,0.259,32
-,1291,595673,670941,0,4,3,3,0.024,32
-,1291,595673,687288,0,4,3,3,0.019,32
-,1291,595673,670640,0,4,3,3,0.125,32
-,1291,595673,670639,0,4,3,3,0.009,32
-,1291,595673,672484,0,3,,3,0.038,32
-,1291,595673,672483,0,3,,3,0.009,32
-,1294,595673,14226482,1,4,3,2,0.086,32
-,1294,595673,14226483,1,4,3,2,0.106,32
-,1294,595673,707115,1,4,3,2,0.075,32
-,1294,595673,682488,1,4,3,2,0.044,32
-,1294,595673,683701,1,4,3,2,0.165,32
-,1294,595673,672435,1,4,,2,0.009,32
-,1295,595673,675242,1,4,3,2,0.015,32
-,1295,595673,675243,1,4,3,2,0.13,32
-,1295,595673,663298,1,4,3,2,0.112,32
-,1295,595673,674057,1,4,3,2,0.02,32
-,1295,595673,674058,1,4,3,2,0.067,32
-,1295,595673,580938,1,4,3,2,0.06,32
-,1295,595673,687219,1,4,3,2,0.09,32
-,1295,595673,687215,1,4,3,2,0.096,32
-,1295,595673,676416,1,4,3,2,0.03,32
-,1295,595673,673738,1,4,3,2,0.011,32
-,1295,595673,673739,1,4,3,2,0.141,32
-,1295,595673,592751,1,4,3,2,0.017,32
-,1295,595673,673733,1,4,3,2,0.146,32
-,1295,595673,673734,1,4,3,2,0.021,32
-,1298,595663,555561,0,3,3,3,0.011,32
-,1298,595663,554466,0,3,3,3,0.085,32
-,1298,595663,554464,0,3,3,3,0.025,32
-,1298,595663,619307,0,3,3,3,0.031,32
-,1298,595663,619306,0,3,3,3,0.09,32
-,1298,595663,619305,0,3,3,3,0.06,32
-,1298,595663,555521,0,3,3,3,0.108,32
-,1298,595663,555519,0,3,3,3,0.011,32
-,1298,595663,555512,0,3,3,3,0.009,32
-,1298,595663,555509,0,3,3,3,0.145,32
-,1298,595663,637414,0,3,3,3,0.043,32
-,1298,595663,614451,0,3,3,3,0.071,32
-,1298,595663,553940,0,3,3,3,0.109,32
-,1298,595663,553938,0,3,3,3,0.01,32
-,1298,595663,553930,0,3,3,3,0.012,32
-,1298,595663,553929,0,3,3,3,0.063,32
-,1298,595663,622197,0,3,3,3,0.079,32
-,1298,595663,620655,0,3,3,3,0.044,32
-,1298,595663,637409,1,3,3,2,0.179,32
-,1298,595663,550933,0,3,3,3,0.029,32
-,1298,595663,550930,0,3,3,3,0.023,32
-,1298,595663,553920,0,3,3,3,0.109,32
-,1298,595663,553919,0,3,3,3,0.011,32
-,1298,595663,619070,1,3,,2,0.024,32
-,1298,595663,619071,1,3,,2,0.022,32
-,1301,595663,554470,0,3,3,3,0.055,32
-,1301,595663,554468,0,3,3,3,0.027,32
-,1301,595663,622148,0,3,3,3,0.039,32
-,1301,595663,628739,0,3,3,3,0.056,32
-,1301,595663,555553,0,3,3,3,0.016,32
-,1301,595663,555550,0,3,3,3,0.011,32
-,1301,595663,617430,0,3,,3,0.01,32
-,1301,595663,614474,0,3,3,3,0.007,32
-,1305,595674,802161,0,0,1,3,0.798,32
-,1305,595674,49111528,0,0,1,3,0.125,32
-,1305,595674,49111527,0,0,1,3,0.055,32
-,1305,595674,799094,0,0,1,3,0.071,32
-,1305,595674,799091,0,0,1,3,0.341,32
-,1305,595674,808459,0,0,1,3,0.164,32
-,1305,595674,806854,0,0,1,3,0.13,32
-,1305,595674,791288,0,0,1,3,0.263,32
-,1305,595674,806860,0,0,1,3,0.039,32
-,1305,595674,12676501,0,0,1,3,0.019,32
-,1305,595674,12676500,0,0,1,3,0.085,32
-,1305,595674,12961904,0,0,1,3,0.044,32
-,1305,595674,12961903,0,0,1,3,0.115,32
-,1305,595674,806834,0,4,3,3,0.045,32
-,1305,595674,15827887,0,4,3,3,0.026,32
-,1305,595674,15827886,0,4,3,3,0.023,32
-,1305,595674,87708196,0,4,3,3,0.091,32
-,1306,595674,808446,0,0,1,3,0.245,32
-,1306,595674,800580,0,0,1,3,0.093,32
-,1306,595674,800577,0,0,1,3,0.162,32
-,1306,595674,800537,0,0,1,3,0.195,32
-,1306,595674,14753146,0,0,1,3,0.093,32
-,1306,595674,14753145,0,0,1,3,0.459,32
-,1306,595674,15154537,0,0,1,3,0.612,32
-,1306,595674,15154536,0,0,1,3,0.1,32
-,1306,595674,803981,0,0,1,3,0.441,32
-,1306,595674,14753148,0,0,1,3,0.069,32
-,1306,595674,14753147,0,0,1,3,0.179,32
-,1306,595674,49111531,0,0,1,3,0.185,32
-,1306,595674,791270,0,0,1,3,0.03,32
-,1307,595674,808447,0,0,1,3,0.143,32
-,1307,595674,49111538,0,0,1,3,0.087,32
-,1307,595674,49111537,0,0,1,3,1.732,32
-,1307,595674,49111535,0,0,1,3,0.054,32
-,1307,595674,800655,0,0,1,3,0.051,32
-,1307,595674,808454,0,0,1,3,0.109,32
-,1307,595674,88640378,0,0,1,3,0.034,32
-,1307,595674,88640377,0,0,1,3,0.05,32
-,1307,595674,12666219,0,0,1,3,0.076,32
-,1307,595674,808456,0,0,1,3,0.089,32
-,1308,605604,749537,1,0,1,2,0.097,32
-,1308,605604,87914134,1,0,1,2,0.136,32
-,1308,605604,87914135,1,0,1,2,0.062,32
-,1308,605604,758963,1,0,1,2,0.459,32
-,1308,605604,49102049,1,0,1,2,0.144,32
-,1308,605604,49102050,1,0,1,2,0.307,32
-,1308,605604,737167,1,0,1,2,0.301,32
-,1308,605604,15154626,1,0,1,2,0.168,32
-,1308,605604,15154627,1,0,1,2,0.142,32
-,1308,605604,12512165,1,0,1,2,0.246,32
-,1308,605604,12512166,1,0,1,2,0.296,32
-,1308,605604,49102046,1,0,1,2,0.474,32
-,1308,605604,49102042,1,0,1,2,0.191,32
-,1308,595674,800647,0,0,1,3,0.119,32
-,1308,595674,800646,0,0,1,3,0.181,32
-,1309,605604,747970,0,0,1,3,0.042,32
-,1309,605604,749470,0,0,1,3,0.634,32
-,1309,605604,749539,1,0,1,2,0.059,32
-,1309,605604,758984,1,0,1,2,0.394,32
-,1309,605604,758985,1,0,1,2,0.103,32
-,1309,605604,749472,1,0,1,2,0.585,32
-,1312,605604,14753122,0,0,1,3,1.104,32
-,1312,605604,14753121,0,0,1,3,2.005,32
-,1312,605603,14753118,0,0,1,3,0.003,32
-,1312,605603,14753117,0,0,1,3,0.674,32
-,1312,605603,607843,0,0,1,3,0.103,32
-,1312,605603,607848,0,0,1,3,0.516,32
-,1312,605603,719831,0,0,1,3,0.066,32
-,1312,605603,732507,0,0,1,3,0.472,32
-,1312,605603,732504,0,0,1,3,0.178,32
-,1312,605603,732219,0,0,1,3,0.289,32
-,1313,605604,12512132,0,0,1,3,0.953,32
-,1313,605604,12512131,0,0,1,3,0.058,32
-,1313,605604,757467,0,0,1,3,1.429,32
-,1313,605604,749530,0,0,1,3,0.127,32
-,1313,605604,749529,0,0,1,3,1.043,32
-,1314,605604,758967,0,0,1,3,0.417,32
-,1314,605604,12512172,0,0,1,3,0.047,32
-,1314,605604,87913788,0,0,1,3,0.106,32
-,1314,605604,87913787,0,0,1,3,0.269,32
-,1314,605604,49205044,0,0,1,3,0.01,32
-,1314,605604,49102055,0,0,1,3,0.062,32
-,1314,605604,49205041,0,0,1,3,0.007,32
-,1314,605604,87913773,0,0,1,3,0.452,32
-,1314,605604,87913772,0,0,1,3,0.573,32
-,1314,605604,749540,0,0,1,3,0.162,32
-,1314,605604,758860,0,0,1,3,0.115,32
-,1314,605604,758999,0,0,1,3,0.849,32
-,1314,605604,758998,0,0,1,3,0.015,32
-,1314,605604,755713,0,0,1,3,0.104,32
-,1314,605604,755712,0,0,1,3,0.068,32
-,1315,605604,87184544,0,0,1,3,0.119,32
-,1315,605604,87184543,0,0,1,3,0.083,32
-,1315,605604,749500,0,0,1,3,0.543,32
-,1315,605604,749503,0,0,1,3,0.109,32
-,1315,605604,755716,0,0,1,3,0.208,32
-,1315,605604,755715,0,0,1,3,0.371,32
-,1315,605604,737195,0,0,1,3,0.429,32
-,1315,605604,737194,0,0,1,3,0.078,32
-,1318,595654,461424,0,0,1,3,0.105,32
-,1318,595654,461423,0,0,1,3,0.056,32
-,1318,595654,459891,0,0,1,3,0.603,32
-,1318,595664,552025,0,0,1,3,0.325,32
-,1318,595664,556843,0,0,1,3,0.214,32
-,1318,595664,12514218,0,0,1,3,0.113,32
-,1318,595664,12514217,0,0,1,3,0.929,32
-,1318,595664,552204,0,0,1,3,0.099,32
-,1318,595664,14770653,0,0,1,3,0.243,32
-,1318,595664,14770652,0,0,1,3,0.073,32
-,1318,595664,544386,0,0,1,3,0.065,32
-,1318,595664,552013,0,0,1,3,0.154,32
-,1318,595664,556972,0,0,1,3,0.547,32
-,1318,595664,556970,0,0,1,3,0.031,32
-,1318,595664,552010,0,0,1,3,0.116,32
-,1318,595664,49107221,1,0,1,2,0.045,32
-,1318,595664,49107222,1,0,1,2,0.089,32
-,1319,595655,347950,0,0,1,3,0.042,32
-,1319,595654,14728395,0,0,1,3,0.121,32
-,1319,595654,14728394,0,0,1,3,0.051,32
-,1319,595654,49049082,0,0,1,3,0.295,32
-,1319,595654,49832045,0,0,1,3,0.316,32
-,1319,595654,49832044,0,0,1,3,0.625,32
-,1319,595654,12530916,0,0,1,3,0.217,32
-,1319,595654,12530915,0,0,1,3,0.028,32
-,1319,595654,459897,0,0,1,3,1.096,32
-,1319,595654,441101,0,0,1,3,0.257,32
-,1319,595654,441072,0,0,1,3,0.1,32
-,1319,595654,12530920,0,0,1,3,0.428,32
-,1319,595654,12530919,0,0,1,3,0.141,32
-,1319,595654,49049091,0,0,1,3,0.054,32
-,1319,595654,49049090,0,0,1,3,0.092,32
-,1319,595654,49049088,0,0,1,3,0.204,32
-,1319,595654,438155,0,0,1,3,0.465,32
-,1319,595654,461429,0,0,1,3,0.45,32
-,1319,595654,438154,0,0,1,3,0.127,32
-,1320,595645,265379,0,0,1,3,0.086,32
-,1320,595645,266236,0,0,1,3,0.1,32
-,1320,595645,266235,0,0,1,3,1.058,32
-,1320,595655,49235417,0,0,1,3,0.991,32
-,1320,595655,49235416,0,0,1,3,0.026,32
-,1320,595655,49235413,0,0,1,3,0.141,32
-,1320,595655,49235412,0,0,1,3,0.376,32
-,1320,595655,49235409,0,0,1,3,0.791,32
-,1320,595655,49235408,0,0,1,3,0.164,32
-,1320,595655,49089259,0,0,1,3,0.556,32
-,1320,595655,49089256,0,0,1,3,0.654,32
-,1320,595655,49089255,0,0,1,3,0.134,32
-,1320,595655,12514196,0,0,1,3,0.653,32
-,1320,595655,12514195,0,0,1,3,0.189,32
-,1320,595655,349147,0,0,1,3,0.036,32
-,1320,595655,349172,0,0,1,3,0.386,32
-,1320,595655,12514214,0,0,1,3,0.538,32
-,1320,595655,12514213,0,0,1,3,0.55,32
-,1320,595655,357484,0,0,1,3,0.129,32
-,1320,595655,357483,0,0,1,3,0.093,32
-,1320,595655,357809,0,0,1,3,0.205,32
-,1320,595655,357810,0,0,1,3,0.455,32
-,1320,595655,347979,0,0,1,3,0.452,32
-,1322,595664,15568925,1,6,4,1,0.05,32
-,1322,595664,15568926,1,6,4,1,0.038,32
-,1322,595664,49107405,1,6,4,1,0.124,32
-,1322,595664,49107406,1,6,4,1,0.076,32
-,1322,595664,554778,1,6,4,1,0.028,32
-,1322,595664,548609,1,6,4,1,0.033,32
-,1322,595664,548610,1,6,4,1,0.026,32
-,1322,595664,546904,1,6,4,1,0.051,32
-,1322,595664,558543,0,6,4,1,0.043,32
-,1322,595664,558553,0,6,4,1,0.111,32
-,1322,595664,558551,0,6,4,1,0.026,32
-,1322,595664,546905,1,6,4,1,0.15,32
-,1322,595664,547500,0,6,4,3,0.017,32
-,1322,595664,547650,0,6,4,3,0.011,32
-,1322,595664,546214,0,6,4,3,0.012,32
-,1322,595664,547654,0,6,4,3,0.032,32
-,1322,595664,547653,0,6,4,3,0.021,32
-,1322,595664,542656,0,6,4,3,0.024,32
-,1322,595664,542655,0,6,4,3,0.034,32
-,1322,595664,546906,1,6,4,1,0.067,32
-,1322,595664,546907,1,6,4,1,0.07,32
-,1322,595664,547497,0,6,4,1,0.003,32
-,1322,595664,14273055,0,6,4,1,0.045,32
-,1322,595664,14273054,0,6,4,1,0.268,32
-,1322,595664,547491,1,6,4,1,0.006,32
-,1322,595664,547492,1,6,4,1,0.076,32
-,1322,595664,49107103,0,6,4,1,0.4,32
-,1322,595664,49107105,0,6,4,1,0.066,32
-,1322,595664,49107104,0,6,4,1,0.083,32
-,1322,595664,556363,1,6,,2,0.032,32
-,1323,595664,545937,1,6,4,2,0.005,32
-,1323,595664,545940,1,6,4,2,0.066,32
-,1323,595664,547531,1,6,4,2,0.006,32
-,1323,595664,547533,1,6,4,2,0.303,32
-,1323,595664,542831,1,6,4,2,0.108,32
-,1323,595664,556838,1,6,4,2,0.107,32
-,1323,595664,544511,1,6,4,2,0.037,32
-,1323,595664,545948,1,6,4,2,0.122,32
-,1323,595664,545950,1,6,4,2,0.03,32
-,1323,595664,545959,1,6,4,2,0.041,32
-,1323,595664,545961,1,6,4,2,0.054,32
-,1323,595664,550516,1,6,4,2,0.072,32
-,1323,595664,550518,1,6,4,2,0.051,32
-,1323,595664,545969,1,6,4,2,0.118,32
-,1323,595664,545971,1,6,4,2,0.007,32
-,1323,595664,550146,1,6,,2,0.016,32
-,1323,595664,546909,1,6,4,1,0.141,32
-,1323,595664,38999784,1,6,4,1,0.342,32
-,1323,595664,38999787,1,6,4,1,0.058,32
-,1323,595664,38999788,1,6,4,1,0.106,32
-,1323,595664,556359,1,6,4,1,0.076,32
-,1323,595664,562718,1,6,4,1,0.027,32
-,1323,595664,562719,1,6,4,1,0.046,32
-,1323,595664,542684,1,6,4,1,0.02,32
-,1323,595664,550423,1,6,4,1,0.078,32
-,1323,595664,550424,1,6,4,1,0.085,32
-,1323,595664,563342,0,6,4,1,0.111,32
-,1323,595664,563339,0,6,4,1,0.017,32
-,1323,595664,562928,1,6,4,1,0.137,32
-,1323,595664,563330,1,6,4,1,0.033,32
-,1323,595664,563332,1,6,4,1,0.058,32
-,1323,595664,550426,1,6,4,1,0.091,32
-,1323,595664,554864,1,6,4,1,0.014,32
-,1323,595664,554723,1,3,,1,0.048,32
-,1324,595662,503964,1,6,4,2,0.019,32
-,1324,595662,505481,1,6,4,2,0.032,32
-,1324,595662,492196,1,6,4,2,0.022,32
-,1324,595662,49965807,1,6,4,2,0.074,32
-,1324,595662,49965808,1,6,4,2,0.012,32
-,1324,595662,513266,1,6,4,2,0.013,32
-,1328,595672,400144,1,6,4,2,0.031,32
-,1328,595672,87880933,1,6,4,2,0.042,32
-,1328,595672,87880934,1,6,4,2,0.254,32
-,1328,595672,401661,1,6,4,2,0.137,32
-,1328,595672,397143,1,6,4,2,0.012,32
-,1328,595672,397881,1,6,4,2,0.076,32
-,1328,595672,49089082,1,6,4,2,0.108,32
-,1328,595672,49089083,1,6,4,2,0.248,32
-,1328,595672,15812120,1,6,4,2,0.063,32
-,1328,595672,15812121,1,6,4,2,0.425,32
-,1328,595672,49089075,1,6,4,2,0.016,32
-,1328,595672,13474182,1,6,4,2,0.005,32
-,1328,595672,13474183,1,6,4,2,0.014,32
-,1328,595672,13474184,1,6,4,2,0.014,32
-,1328,595672,13474185,1,6,4,2,0.013,32
-,1328,595672,13474175,1,6,4,2,0.006,32
-,1328,595672,13474178,1,6,4,2,0.002,32
-,1328,595672,13474179,1,6,4,2,0.019,32
-,1328,595672,13474188,1,6,4,2,0.045,32
-,1328,595672,13474189,1,6,4,2,0.008,32
-,1328,595672,401696,1,6,4,2,0.021,32
-,1328,595672,84915492,1,6,4,2,0.012,32
-,1328,595672,84915493,1,6,4,2,0.038,32
-,1328,595672,13474192,1,6,4,2,0.033,32
-,1328,595672,13474193,1,6,4,2,0.105,32
-,1328,595672,421533,1,6,4,2,0.211,32
-,1328,595672,399468,1,6,4,2,0.156,32
-,1328,595672,394315,1,6,4,2,0.016,32
-,1328,595672,357269,1,6,,2,0.007,32
-,1328,595672,366890,1,4,,2,0.014,32
-,1328,595672,357261,1,6,,2,0.008,32
-,1331,595672,364377,1,6,4,2,0.013,32
-,1331,595672,366946,1,6,4,2,0.01,32
-,1331,595672,366940,1,6,4,2,0.169,32
-,1331,595672,358062,1,6,4,2,0.047,32
-,1331,595672,435362,1,6,4,2,0.044,32
-,1331,595672,435363,1,6,4,2,0.056,32
-,1331,595672,435364,1,6,4,2,0.006,32
-,1331,595672,396880,1,6,4,2,0.065,32
-,1331,595672,396881,1,6,4,2,0.029,32
-,1331,595672,436835,1,6,4,2,0.008,32
-,1331,595672,436836,1,6,4,2,0.028,32
-,1331,595672,360750,1,6,4,2,0.078,32
-,1331,595672,366943,1,6,4,2,0.035,32
-,1335,595673,702393,1,6,4,1,0.045,32
-,1335,595673,702394,1,6,4,1,0.006,32
-,1335,595673,673155,1,6,4,1,0.216,32
-,1335,595673,683030,1,6,4,1,0.007,32
-,1335,595673,683031,1,6,4,1,0.01,32
-,1335,595673,683029,1,6,4,1,0.056,32
-,1335,595673,669905,1,6,4,1,0.194,32
-,1335,595673,669906,1,6,4,1,0.014,32
-,1338,595673,680477,0,6,4,1,0.065,32
-,1338,595673,680473,0,6,4,1,0.067,32
-,1338,595673,680469,0,6,4,1,0.16,32
-,1338,595673,673152,0,6,4,1,0.131,32
-,1338,595673,673151,0,6,4,1,0.124,32
-,1338,595673,13248274,0,6,4,1,0.008,32
-,1338,595673,13248273,0,6,4,1,0.004,32
-,1341,595673,673154,0,6,4,1,0.136,32
-,1341,595673,13208513,0,6,4,1,0.102,32
-,1341,595673,13208512,0,6,4,1,0.008,32
-,1341,595673,669909,0,6,4,1,0.007,32
-,1342,595673,683028,0,6,4,1,0.018,32
-,1342,595673,702396,0,6,4,1,0.066,32
-,1342,595673,702395,0,6,4,1,0.01,32
-,1342,595673,49044342,0,6,4,1,0.042,32
-,1342,595673,49044345,0,6,4,1,0.037,32
-,1342,595673,49044344,0,6,4,1,0.061,32
-,1344,595663,598454,0,6,4,3,0.027,32
-,1344,595663,638045,0,6,4,3,0.009,32
-,1344,595663,626543,0,6,4,3,0.063,32
-,1344,595663,626551,1,6,4,2,0.066,32
-,1344,595663,634242,1,6,4,2,0.047,32
-,1344,595663,634243,1,6,4,2,0.023,32
-,1344,595663,530187,1,6,4,2,0.139,32
-,1344,595663,85974337,1,6,4,2,0.104,32
-,1344,595663,85974338,1,6,4,2,0.048,32
-,1344,595663,615820,1,6,4,2,0.069,32
-,1344,595663,621970,0,6,,3,0.015,32
-,1345,595662,496686,1,1,2,2,0.055,32
-,1345,595662,496687,1,1,2,2,0.021,32
-,1345,595662,454188,1,1,2,2,0.134,32
-,1345,595662,454189,1,1,2,2,0.063,32
-,1345,595662,496707,0,1,2,3,0.204,32
-,1345,595662,496705,0,1,2,3,0.077,32
-,1345,595662,444496,0,1,2,3,0.028,32
-,1345,595662,504318,0,1,2,3,0.042,32
-,1345,595662,504314,0,1,2,3,0.079,32
-,1345,595662,449539,0,1,2,3,0.07,32
-,1345,595662,448426,0,1,2,3,0.143,32
-,1345,595662,14641310,0,1,2,3,0.369,32
-,1345,595662,14641309,0,1,2,3,0.268,32
-,1345,595662,504320,0,1,2,3,0.08,32
-,1345,595662,454279,0,1,2,3,0.049,32
-,1345,595662,454278,0,1,2,3,0.816,32
-,1345,595662,454277,0,1,2,3,0.121,32
-,1345,595662,454276,0,1,2,3,0.374,32
-,1345,595662,504332,0,1,2,3,0.143,32
-,1345,595662,504328,0,1,2,3,0.147,32
-,1345,595662,502731,0,1,2,3,0.044,32
-,1345,595662,502726,0,1,2,3,0.067,32
-,1349,595674,802154,0,0,1,3,0.155,32
-,1349,595674,802184,0,0,1,3,0.063,32
-,1349,595674,802181,0,0,1,3,0.116,32
-,1349,595674,49111546,0,0,1,3,0.624,32
-,1349,595674,49111545,0,0,1,3,1.625,32
-,1349,595674,49111544,0,0,1,3,0.075,32
-,1349,595674,49111543,0,0,1,3,0.07,32
-,1349,595674,85962264,0,0,1,3,0.102,32
-,1349,595674,85962263,0,0,1,3,0.108,32
-,1349,595674,802188,0,0,1,3,0.127,32
-,1349,595674,800584,0,0,1,3,0.132,32
-,1350,605603,719833,0,0,1,3,0.236,32
-,1350,605603,607872,0,0,1,3,0.029,32
-,1350,605603,735656,0,0,1,3,0.082,32
-,1350,605603,735654,0,0,1,3,0.175,32
-,1350,605603,735645,0,0,1,3,0.296,32
-,1350,605603,735643,0,0,1,3,0.134,32
-,1350,605603,607885,0,0,1,3,0.12,32
-,1352,605605,377700,0,0,1,3,0.225,32
-,1352,605605,377510,0,0,1,3,0.277,32
-,1352,605605,377509,0,0,1,3,0.107,32
-,1352,605605,49102152,0,0,1,3,0.711,32
-,1352,605605,49102151,0,0,1,3,0.188,32
-,1352,605605,49102147,0,0,1,3,0.741,32
-,1352,605605,386625,0,0,1,3,0.151,32
-,1352,605605,386624,0,0,1,3,0.219,32
-,1352,605605,376642,0,0,1,3,0.017,32
-,1352,605605,376641,0,0,1,3,0.205,32
-,1352,605605,376636,0,0,1,3,0.087,32
-,1352,605605,376635,0,0,1,3,0.123,32
-,1354,595673,666667,0,1,2,3,0.176,32
-,1354,595673,12676392,0,1,2,3,0.043,32
-,1354,595673,12676391,0,1,2,3,0.266,32
-,1354,595673,87757537,0,1,2,3,0.084,32
-,1354,595673,87757536,0,1,2,3,0.025,32
-,1354,595673,49043965,0,1,2,3,0.04,32
-,1354,595673,13248224,0,1,2,3,0.217,32
-,1354,595673,13248223,0,1,2,3,0.233,32
-,1354,595673,49043969,0,1,2,3,0.01,32
-,1354,595673,49043968,0,1,2,3,0.086,32
-,1354,595673,87279200,0,1,2,3,0.129,32
-,1354,595673,87279199,0,1,2,3,0.072,32
-,1354,595673,665048,0,1,2,3,0.122,32
-,1355,605602,49047407,0,0,1,3,0.173,32
-,1355,605602,49047406,0,0,1,3,0.29,32
-,1355,605602,15827807,0,0,1,3,0.093,32
-,1355,605602,15827806,0,0,1,3,0.219,32
-,1355,605602,87938851,0,0,1,3,0.034,32
-,1355,605602,15569636,0,0,1,3,0.178,32
-,1355,605602,15569635,0,0,1,3,0.055,32
-,1355,605602,702856,0,0,1,3,0.243,32
-,1357,595672,366848,1,1,2,2,0.11,32
-,1357,595672,357681,0,1,2,3,0.04,32
-,1357,595672,357684,0,1,2,3,0.329,32
-,1357,595672,407119,0,1,2,3,0.066,32
-,1357,595672,407118,0,1,2,3,0.008,32
-,1357,595672,400126,0,1,2,3,0.538,32
-,1357,595672,408543,0,1,2,3,0.023,32
-,1357,595672,408542,0,1,2,3,0.06,32
-,1358,595672,395454,1,1,2,2,0.065,32
-,1358,595672,401650,1,1,2,2,0.19,32
-,1358,595672,407128,1,1,2,2,0.29,32
-,1358,595672,407129,1,1,2,2,0.093,32
-,1358,595672,12645749,1,1,2,2,0.041,32
-,1358,595672,12645750,1,1,2,2,0.058,32
-,1358,595672,408539,1,1,2,2,0.028,32
-,1358,595672,366575,1,1,2,2,0.132,32
-,1358,595672,357675,1,1,2,2,0.04,32
-,1358,595672,407126,1,1,2,2,0.11,32
-,1358,595672,407127,1,1,2,2,0.051,32
