LocationDirection,LocationCode,Mesh_ID,Link_ID,draw_LineDir,Link_kind,Rtic_kind,Link_direction,Link_length,LTN
-,1850,595643,199515,1,4,4,1,0.027,32
-,1850,595643,199516,1,4,4,1,0.657,32
-,1850,595643,198022,1,4,,1,0.018,32
-,1850,595643,198023,1,4,4,1,0.595,32
-,1850,595643,210900,1,4,4,1,0.592,32
-,1850,595643,209696,1,4,4,1,0.394,32
-,1850,595643,210537,1,4,4,1,0.268,32
-,1850,595643,210129,1,4,4,1,0.021,32
-,1850,595643,197982,1,4,4,1,0.108,32
-,1850,595643,197983,1,4,4,1,0.021,32
-,1851,595653,85450961,1,6,4,1,0.104,32
-,1851,595653,333932,1,6,4,1,0.018,32
-,1851,595653,333933,1,6,4,1,0.05,32
-,1851,595653,334067,1,6,4,1,0.187,32
-,1851,595653,309469,1,6,4,1,0.067,32
-,1851,595653,315639,1,6,4,1,0.012,32
-,1851,595653,309471,1,6,4,1,0.052,32
-,1851,595653,309473,1,6,4,1,0.022,32
-,1851,595653,333934,1,6,4,1,0.1,32
-,1851,595653,333935,1,6,4,1,0.07,32
-,1851,595653,309479,1,6,4,3,0.137,32
-,1851,595653,14452302,1,6,4,3,0.238,32
-,1851,595653,14452303,1,6,4,3,0.025,32
-,1851,595653,333944,1,6,4,3,0.006,32
-,1851,595653,303775,1,6,4,1,0.089,32
-,1851,595653,303776,1,6,4,1,0.611,32
-,1851,595653,303789,1,6,4,1,0.166,32
-,1851,595653,303814,1,6,4,1,0.056,32
-,1851,595653,303818,1,6,4,1,0.139,32
-,1851,595653,303825,1,3,,2,0.01,32
-,1854,595653,303752,1,4,4,1,0.207,32
-,1854,595653,334701,1,4,4,1,0.537,32
-,1854,595653,334328,1,4,4,1,0.472,32
-,1854,595653,334345,1,4,4,1,0.14,32
-,1854,595653,334347,1,4,4,1,0.015,32
-,1854,595653,334341,1,4,4,1,0.382,32
-,1854,595653,334335,1,4,4,1,0.192,32
-,1854,595653,302907,1,4,4,1,0.236,32
-,1854,595653,302909,0,4,,1,0.02,32
-,1857,595644,87880892,1,4,4,2,0.114,32
-,1857,595644,14366249,1,4,4,2,0.01,32
-,1857,595644,14366250,1,4,4,2,0.014,32
-,1857,595644,87944914,1,4,4,2,0.03,32
-,1857,595644,87944915,1,4,4,2,0.193,32
-,1857,595644,86879578,1,4,4,2,0.089,32
-,1857,595644,328457,1,3,,2,0.046,32
-,1860,595644,337408,0,4,4,3,0.056,32
-,1860,595644,337407,0,4,4,3,0.147,32
-,1860,595644,341268,0,4,4,3,0.006,32
-,1863,595654,14131051,1,4,4,2,0.008,32
-,1863,595654,14131052,1,4,4,2,0.032,32
-,1863,595654,14131024,1,4,4,2,0.264,32
-,1863,595654,14131025,1,4,4,2,0.01,32
-,1863,595654,14131019,1,4,4,2,0.008,32
-,1863,595654,14131020,1,4,4,2,0.283,32
-,1863,595654,49831584,1,4,4,2,0.014,32
-,1863,595654,444401,1,4,4,2,0.017,32
-,1863,595654,49831578,1,4,4,2,0.021,32
-,1863,595654,49831579,1,4,4,2,0.108,32
-,1863,595654,450370,1,4,4,2,0.197,32
-,1863,595654,450505,1,4,4,2,0.288,32
-,1863,595654,450506,1,4,4,2,0.011,32
-,1863,595654,450514,1,4,4,2,0.011,32
-,1863,595654,450512,1,4,4,2,0.012,32
-,1863,595644,340924,1,4,4,2,0.011,32
-,1863,595644,340927,1,4,4,2,0.287,32
-,1863,595644,337422,1,4,4,2,0.027,32
-,1863,595644,337413,1,4,4,2,0.034,32
-,1863,595644,337415,1,4,4,2,0.308,32
-,1863,595644,339468,1,4,,2,0.02,32
-,1864,595654,438097,0,4,4,3,0.11,32
-,1864,595654,430393,0,4,4,3,0.144,32
-,1864,595654,430391,0,4,4,3,0.035,32
-,1864,595654,407547,0,4,4,3,0.017,32
-,1864,595654,413754,0,4,4,3,0.105,32
-,1864,595654,14131077,0,4,4,3,0.399,32
-,1864,595654,14131076,0,4,4,3,0.008,32
-,1864,595654,412052,0,4,,3,0.02,32
-,1864,595654,14131072,0,4,4,3,0.009,32
-,1864,595654,14131071,0,4,4,3,0.091,32
-,1864,595654,87946095,0,4,4,3,0.01,32
-,1864,595654,14131062,0,4,4,3,0.231,32
-,1864,595654,14131061,0,4,4,3,0.008,32
-,1864,595654,14131067,0,4,4,3,0.011,32
-,1864,595654,14131066,0,4,4,3,0.324,32
-,1864,595654,14131056,0,4,4,3,0.011,32
-,1864,595654,412056,1,4,,2,0.012,32
-,1867,595654,455117,0,4,4,3,0.345,32
-,1867,595654,455116,0,4,4,3,0.006,32
-,1867,595654,13247701,0,4,4,3,0.014,32
-,1867,595654,13247700,0,4,4,3,0.153,32
-,1867,595654,13247699,0,4,4,3,0.182,32
-,1867,595654,13247698,0,4,4,3,0.02,32
-,1867,595654,455121,0,4,4,3,0.005,32
-,1867,595654,439572,0,4,4,3,0.006,32
-,1867,595654,410535,0,4,,3,0.011,32
-,1870,595654,451942,1,6,4,2,0.037,32
-,1870,595654,406034,1,6,4,2,0.127,32
-,1870,595654,392036,1,6,4,2,0.146,32
-,1870,595654,406033,0,6,4,3,0.193,32
-,1870,595654,413747,0,6,4,3,0.176,32
-,1870,595654,427331,0,6,4,3,0.031,32
-,1870,595654,410516,0,6,,3,0.01,32
-,1870,595654,427333,0,6,4,3,0.015,32
-,1870,595654,419722,0,6,4,3,0.119,32
-,1870,595654,453685,0,6,4,3,0.061,32
-,1870,595654,39016255,0,6,4,3,0.163,32
-,1870,595654,39016254,0,6,4,3,0.037,32
-,1870,595654,39016249,1,6,4,2,0.01,32
-,1870,595654,39016250,1,6,4,2,0.245,32
-,1870,595654,410504,0,4,,3,0.021,32
-,1870,595654,410502,1,4,,2,0.062,32
-,1870,595654,410494,1,4,,2,0.025,32
-,1873,595654,398170,0,4,4,3,0.017,32
-,1873,595654,398181,0,4,4,3,0.11,32
-,1873,595654,427280,0,4,4,3,0.122,32
-,1873,595654,427285,0,4,4,3,0.112,32
-,1873,595654,427284,0,4,4,3,0.025,32
-,1873,595654,427288,0,4,4,3,0.022,32
-,1873,595654,427308,0,4,4,3,0.113,32
-,1873,595654,427307,0,4,4,3,0.132,32
-,1873,595654,427273,0,4,4,3,0.111,32
-,1873,595654,418319,0,4,4,3,0.021,32
-,1873,595654,436629,0,4,4,3,0.02,32
-,1873,595654,427304,0,4,4,3,0.111,32
-,1873,595654,427303,0,4,4,3,0.129,32
-,1873,595654,427267,0,4,4,3,0.121,32
-,1873,595654,427260,0,4,4,3,0.018,32
-,1873,595654,427263,0,4,4,3,0.017,32
-,1873,595654,427300,0,4,4,3,0.113,32
-,1873,595654,427299,0,4,4,3,0.209,32
-,1873,595654,427293,0,4,4,3,0.035,32
-,1873,595654,410494,1,4,,2,0.025,32
-,1873,595654,410521,1,4,,2,0.081,32
-,1873,595654,410495,0,4,,3,0.033,32
-,1876,595653,313695,0,4,4,3,0.034,32
-,1876,595653,313694,0,4,4,3,0.057,32
-,1876,595654,425671,0,4,4,3,0.046,32
-,1876,595654,425670,0,4,4,3,0.158,32
-,1876,595654,425659,0,4,4,3,0.088,32
-,1876,595654,416761,0,4,4,3,0.034,32
-,1876,595654,433435,1,4,4,2,0.033,32
-,1876,595654,425662,1,4,4,2,0.094,32
-,1876,595654,425663,1,4,4,2,0.183,32
-,1876,595654,398194,1,4,4,2,0.081,32
-,1876,595654,416757,1,4,4,2,0.029,32
-,1876,595654,433444,0,4,4,3,0.028,32
-,1876,595654,398200,0,4,4,3,0.09,32
-,1876,595654,398198,0,4,4,3,0.183,32
-,1876,595654,398187,0,4,4,3,0.106,32
-,1876,595654,416766,0,4,4,3,0.014,32
-,1876,595654,433451,1,4,4,2,0.019,32
-,1876,595654,398189,1,4,4,2,0.103,32
-,1876,595654,453493,1,4,4,2,0.045,32
-,1876,595654,453494,1,4,4,2,0.116,32
-,1876,595654,398177,1,4,4,2,0.119,32
-,1876,595654,398174,1,4,4,2,0.021,32
-,1876,595654,404549,0,4,,3,0.013,32
-,1879,595653,303404,0,4,4,3,0.03,32
-,1879,595653,314434,0,4,4,3,0.095,32
-,1879,595653,314433,0,4,4,3,0.154,32
-,1879,595653,314424,0,4,4,3,0.144,32
-,1879,595653,313699,0,4,4,3,0.015,32
-,1879,595653,313682,0,4,,3,0.009,32
-,1880,595653,320674,0,4,4,3,0.101,32
-,1880,595653,314117,0,4,4,3,0.354,32
-,1880,595653,314116,0,4,4,3,0.309,32
-,1880,595653,312959,0,4,4,3,0.029,32
-,1880,595653,295508,0,4,,3,0.012,32
-,1883,595654,402913,0,3,3,3,0.007,32
-,1883,595654,458283,0,3,3,3,0.103,32
-,1883,595654,445894,1,3,3,2,0.014,32
-,1883,595654,445895,1,3,3,2,0.083,32
-,1883,595654,462997,1,3,3,2,0.07,32
-,1883,595654,462998,1,3,3,2,0.107,32
-,1883,595644,324942,1,3,3,2,0.273,32
-,1883,595644,325775,1,3,3,2,0.078,32
-,1883,595644,325777,1,3,,2,0.087,32
-,1884,595654,450400,1,3,4,1,0.124,32
-,1884,595654,13247637,1,3,4,1,0.104,32
-,1884,595654,14131099,1,3,4,1,0.007,32
-,1884,595654,14131100,1,3,4,1,0.01,32
-,1884,595654,407563,0,3,4,1,0.012,32
-,1884,595654,407562,0,3,4,1,0.174,32
-,1884,595654,413664,0,3,4,1,0.133,32
-,1884,595654,413663,0,3,4,1,0.153,32
-,1884,595654,408939,0,3,4,1,0.184,32
-,1884,595654,408940,0,3,4,1,0.129,32
-,1884,595654,413788,0,3,4,1,0.087,32
-,1884,595654,413787,0,3,4,1,0.079,32
-,1884,595654,438250,0,3,4,1,0.069,32
-,1884,595654,407539,1,3,4,1,0.009,32
-,1884,595654,438251,1,3,4,1,0.07,32
-,1884,595654,401418,1,3,4,1,0.246,32
-,1884,595654,87946072,1,3,4,1,0.024,32
-,1884,595654,87946073,1,3,4,1,0.056,32
-,1884,595654,395199,1,3,4,2,0.128,32
-,1887,595654,49831824,1,4,3,2,0.093,32
-,1887,595654,49831825,1,4,3,2,0.277,32
-,1887,595654,416627,1,4,3,2,0.007,32
-,1888,595654,438149,0,3,3,3,0.11,32
-,1888,595654,438148,0,3,3,3,0.041,32
-,1888,595654,438131,0,3,3,3,0.023,32
-,1888,595654,438151,0,3,3,3,0.079,32
-,1888,595654,438150,0,3,3,3,0.018,32
-,1888,595654,15831838,1,3,3,1,0.025,32
-,1888,595654,15831839,1,3,3,1,0.017,32
-,1888,595654,15831822,1,3,3,1,0.073,32
-,1888,595654,461489,1,3,3,1,0.004,32
-,1888,595654,461490,1,3,3,1,0.066,32
-,1888,595654,461491,1,3,3,1,0.004,32
-,1888,595654,431913,1,3,3,1,0.056,32
-,1888,595654,431914,1,3,3,1,0.14,32
-,1888,595654,447480,1,3,3,1,0.781,32
-,1888,595654,447481,1,3,3,1,0.168,32
-,1888,595654,49831854,1,3,3,1,0.051,32
-,1888,595654,49831855,1,3,3,1,0.109,32
-,1888,595654,418206,1,3,3,1,0.074,32
-,1888,595654,418207,1,3,,1,0.01,32
-,1888,595654,49831852,1,3,3,1,0.028,32
-,1888,595654,14728479,1,3,3,1,0.009,32
-,1888,595654,14728480,1,3,3,1,0.119,32
-,1888,595654,14728478,1,3,3,1,0.388,32
-,1888,595654,448885,1,3,3,1,0.016,32
-,1888,595654,418209,1,3,3,1,0.123,32
-,1888,595654,453627,1,3,,2,0.021,32
-,1889,595664,49912900,0,3,3,1,0.009,32
-,1889,595664,49913374,0,3,3,1,0.034,32
-,1889,595664,49913373,0,3,3,1,0.012,32
-,1889,595664,49912897,0,3,3,1,0.088,32
-,1889,595664,541547,0,3,3,1,0.01,32
-,1889,595664,562785,0,3,3,1,0.04,32
-,1889,595664,562784,0,3,3,1,0.128,32
-,1889,595664,562778,0,3,3,1,0.169,32
-,1889,595664,547022,1,3,3,1,0.106,32
-,1889,595664,562877,1,3,3,1,0.187,32
-,1889,595654,418201,1,3,3,1,0.165,32
-,1889,595654,447477,1,3,3,1,0.112,32
-,1889,595654,447475,1,3,3,1,0.174,32
-,1889,595654,438137,1,3,3,1,0.123,32
-,1889,595654,438159,1,3,3,1,0.037,32
-,1889,595654,438160,1,3,3,1,0.065,32
-,1889,595654,438145,0,3,3,3,0.32,32
-,1889,595654,418231,0,3,3,3,0.26,32
-,1890,595664,564494,0,3,3,3,0.106,32
-,1890,595664,564497,0,3,,3,0.008,32
-,1890,595664,564491,0,3,3,3,0.134,32
-,1890,595664,544483,1,3,3,1,0.101,32
-,1890,595664,544486,1,3,3,1,0.041,32
-,1890,595664,546980,1,3,3,1,0.214,32
-,1890,595664,545515,0,3,3,1,0.167,32
-,1890,595664,544479,1,3,3,1,0.083,32
-,1890,595664,544481,1,3,3,1,0.084,32
-,1890,595664,49912956,1,3,3,1,0.071,32
-,1890,595664,49913371,1,3,3,1,0.031,32
-,1890,595664,85634423,1,3,3,1,0.066,32
-,1890,595664,85634424,1,3,3,1,0.048,32
-,1890,595664,49912955,1,3,3,1,0.265,32
-,1890,595664,541551,1,3,3,1,0.016,32
-,1890,595664,541552,1,3,3,1,0.071,32
-,1890,595664,562835,1,3,3,1,0.042,32
-,1890,595664,561497,0,3,3,1,0.111,32
-,1890,595664,541278,0,3,3,1,0.648,32
-,1890,595664,541276,0,3,3,1,0.023,32
-,1890,595664,541550,0,3,3,1,0.078,32
-,1890,595664,541549,0,3,3,1,0.275,32
-,1891,595665,49838618,1,3,3,2,0.03,32
-,1891,595665,49838619,1,3,3,2,0.018,32
-,1891,595665,535083,1,3,3,2,0.018,32
-,1891,595664,49107236,1,3,3,2,0.078,32
-,1891,595664,49107237,1,3,3,2,0.127,32
-,1891,595664,547430,1,3,3,2,0.02,32
-,1891,595664,49107232,1,3,3,2,0.21,32
-,1891,595664,49107233,1,3,3,2,0.078,32
-,1894,595665,466312,1,3,3,2,0.011,32
-,1894,595665,524407,1,3,3,2,0.022,32
-,1894,595665,524408,1,3,3,2,0.042,32
-,1894,595665,522739,1,3,3,2,0.048,32
-,1894,595665,523949,1,3,3,2,0.017,32
-,1894,595665,533548,1,3,3,2,0.054,32
-,1894,595665,524410,1,3,3,2,0.117,32
-,1894,595665,524411,1,3,3,2,0.016,32
-,1894,595665,486740,1,3,3,2,0.013,32
-,1894,595665,87824123,1,3,3,2,0.021,32
-,1894,595665,87824220,1,3,3,2,0.116,32
-,1894,595665,87824221,1,3,3,2,0.102,32
-,1894,595665,523945,1,3,3,2,0.122,32
-,1894,595665,489925,1,3,3,2,0.014,32
-,1894,595665,516612,1,3,3,2,0.324,32
-,1894,595665,516616,1,3,3,2,0.235,32
-,1894,595665,50061788,1,3,3,2,0.101,32
-,1894,595665,50061789,1,3,3,2,0.041,32
-,1894,595665,50061780,1,3,3,2,0.024,32
-,1894,595665,50061781,1,3,3,2,0.113,32
-,1894,595665,486414,1,3,3,2,0.008,32
-,1894,595665,489761,0,3,3,3,0.069,32
-,1894,595665,524004,0,3,3,3,0.145,32
-,1894,595665,87824387,0,3,3,3,0.145,32
-,1894,595665,87824386,0,3,3,3,0.194,32
-,1894,595665,49838575,0,3,3,3,0.263,32
-,1894,595665,49838574,0,3,3,3,0.073,32
-,1894,595665,489623,0,3,3,3,0.011,32
-,1894,595665,87824381,0,3,3,3,0.15,32
-,1894,595665,87824380,0,3,3,3,0.181,32
-,1894,595665,49838497,0,3,3,3,0.171,32
-,1894,595665,49838525,0,3,3,3,0.059,32
-,1894,595665,49838524,0,3,3,3,0.124,32
-,1894,595665,49838565,1,3,3,2,0.556,32
-,1894,595665,49838566,1,3,3,2,0.051,32
-,1894,595665,527286,1,3,3,2,0.025,32
-,1894,595665,518300,1,3,3,2,0.035,32
-,1894,595665,518301,1,3,3,2,0.146,32
-,1894,595665,49838542,1,3,3,2,0.019,32
-,1894,595665,49838543,1,3,3,2,0.241,32
-,1894,595665,529040,1,3,3,2,0.147,32
-,1894,595665,529041,1,3,3,2,0.006,32
-,1895,595665,50061983,1,3,3,2,0.087,32
-,1895,595665,50061984,1,3,3,2,0.004,32
-,1895,595665,539532,1,3,3,2,0.005,32
-,1895,595665,539533,1,3,3,2,0.014,32
-,1895,595665,489584,1,2,,2,0.011,32
-,1898,595665,524315,1,3,3,2,0.129,32
-,1898,595665,524316,1,3,3,2,0.011,32
-,1898,595665,538021,1,3,3,2,0.018,32
-,1898,595665,538025,1,3,3,2,0.092,32
-,1898,595665,524319,1,3,3,2,0.053,32
-,1898,595665,524320,1,3,3,2,0.01,32
-,1898,595665,484949,1,3,3,2,0.19,32
-,1898,595665,87824572,1,3,3,2,0.012,32
-,1898,595665,87824582,1,3,3,2,0.058,32
-,1898,595665,87824583,1,3,3,2,0.064,32
-,1898,595665,535074,1,3,3,2,0.019,32
-,1898,595665,539378,1,3,3,2,0.026,32
-,1898,595665,87824465,1,3,3,2,0.067,32
-,1898,595665,87824466,1,3,3,2,0.019,32
-,1898,595665,467681,1,3,3,2,0.01,32
-,1898,595665,524362,1,3,3,2,0.022,32
-,1898,595665,524363,1,3,3,2,0.071,32
-,1898,595665,525826,1,3,3,2,0.134,32
-,1898,595665,525827,1,3,3,2,0.004,32
-,1898,595665,480211,1,3,3,2,0.389,32
-,1898,595665,524298,1,3,3,2,0.006,32
-,1898,595665,524299,1,3,3,2,0.032,32
-,1898,595665,537998,1,3,3,2,0.097,32
-,1898,595665,537999,1,3,3,2,0.097,32
-,1898,595665,85518306,1,3,3,2,0.044,32
-,1898,595665,85518307,1,3,3,2,0.005,32
-,1898,595665,516576,1,3,3,2,0.015,32
-,1898,595665,85542666,0,3,,3,0.082,32
-,1898,595665,85542665,0,3,,3,0.005,32
-,1898,595665,480137,0,3,,3,0.026,32
-,1898,595665,530547,0,3,,3,0.013,32
-,1898,595665,533530,0,3,,3,0.02,32
-,1898,595665,533532,0,3,,3,0.03,32
-,1901,595675,468307,0,3,3,3,0.077,32
-,1901,595675,487003,0,3,3,3,0.051,32
-,1901,595675,487002,0,3,3,3,0.097,32
-,1901,595675,490286,0,3,3,3,0.009,32
-,1901,595675,490285,0,3,3,3,0.153,32
-,1901,595675,485488,1,3,3,2,0.094,32
-,1901,595675,49826838,1,3,3,2,0.087,32
-,1901,595675,49826839,1,3,3,2,0.047,32
-,1901,595665,49993098,1,3,3,2,0.003,32
-,1901,595665,49993099,1,3,3,2,0.142,32
-,1901,595665,538045,1,3,3,2,0.022,32
-,1901,595665,538049,1,3,3,2,0.022,32
-,1901,595665,538050,1,3,3,2,0.318,32
-,1901,595665,524309,1,3,3,2,0.005,32
-,1901,595665,486372,1,3,3,2,0.093,32
-,1901,595665,524311,1,3,3,2,0.004,32
-,1901,595665,524312,1,3,3,2,0.043,32
-,1901,595665,516634,1,3,3,2,0.045,32
-,1901,595665,518152,1,3,3,2,0.04,32
-,1901,595665,518160,1,3,3,2,0.108,32
-,1901,595665,524353,1,3,3,2,0.103,32
-,1901,595665,524354,1,3,3,2,0.012,32
-,1901,595665,478592,1,3,3,2,0.008,32
-,1901,595665,486375,1,3,,2,0.014,32
-,1901,595665,470890,1,3,3,2,0.008,32
-,1904,595675,483899,1,3,3,2,0.345,32
-,1904,595675,482363,1,3,3,2,0.084,32
-,1904,595675,468315,1,3,,2,0.018,32
-,1904,595675,466735,1,3,,2,0.012,32
-,1904,595675,468309,0,3,,3,0.017,32
-,1905,595675,477675,1,3,3,2,0.198,32
-,1905,595675,470077,1,3,3,2,0.238,32
-,1905,595675,470078,1,3,3,2,0.016,32
-,1905,595675,470076,1,3,3,2,0.364,32
-,1905,595675,477684,1,3,3,2,0.08,32
-,1905,595675,477685,1,3,3,2,0.033,32
-,1905,595675,472906,1,3,3,2,0.093,32
-,1905,595675,87877221,1,3,3,2,0.032,32
-,1905,595675,87877222,1,3,3,2,0.978,32
-,1905,595675,485558,1,3,3,2,0.019,32
-,1905,595675,468397,1,3,3,2,0.022,32
-,1905,595675,49218169,1,3,3,2,0.05,32
-,1905,595675,49218170,1,3,3,2,0.067,32
-,1905,595675,487065,1,3,3,2,0.107,32
-,1905,595675,87915553,1,3,3,2,0.127,32
-,1905,595675,87915554,1,3,3,2,0.046,32
-,1905,595675,15778877,1,3,3,2,0.04,32
-,1905,595675,15778878,1,3,3,2,0.064,32
-,1905,595675,483918,1,3,3,2,0.113,32
-,1905,595675,485501,1,3,3,2,0.098,32
-,1905,595675,485502,1,3,3,2,0.116,32
-,1905,595675,468391,1,3,3,2,0.198,32
-,1905,595675,468392,1,3,3,2,0.011,32
-,1905,595675,485397,1,3,3,2,0.104,32
-,1905,595675,479099,1,3,3,2,0.034,32
-,1905,595675,479100,1,3,3,2,0.198,32
-,1905,595675,482215,1,3,3,2,0.048,32
-,1905,595675,477551,0,3,,3,0.009,32
-,1906,605605,88252282,1,3,3,2,0.015,32
-,1906,605605,88252283,1,3,3,2,0.147,32
-,1906,595675,480665,1,3,3,2,0.027,32
-,1906,595675,480666,1,3,3,2,0.15,32
-,1906,595675,480668,1,3,3,2,0.617,32
-,1906,595675,480674,1,3,3,2,0.211,32
-,1906,595675,480675,1,3,3,2,0.248,32
-,1906,595675,466955,1,3,3,2,0.278,32
-,1906,595675,466956,1,3,,2,0.013,32
-,1906,595675,87915589,1,3,3,2,0.021,32
-,1907,605605,377314,0,3,3,3,0.076,32
-,1907,605605,15339388,0,3,3,3,0.366,32
-,1907,605605,15339390,0,3,3,3,0.057,32
-,1907,605605,15339389,0,3,3,3,0.053,32
-,1907,605605,377434,0,3,3,3,0.059,32
-,1907,605605,376262,0,3,3,3,0.301,32
-,1907,605605,15339337,0,3,3,3,0.097,32
-,1907,605605,15339336,0,3,3,3,0.016,32
-,1907,605605,15339333,0,3,3,3,0.112,32
-,1907,605605,15339332,0,3,3,3,0.062,32
-,1907,605605,49911328,0,3,3,3,0.07,32
-,1907,605605,377074,0,3,3,3,0.08,32
-,1907,605605,377073,0,3,3,3,0.04,32
-,1907,605605,432046,0,3,3,3,0.008,32
-,1907,605605,432045,0,3,3,3,0.022,32
-,1907,605605,377119,0,3,3,3,0.029,32
-,1907,605605,389202,0,3,3,3,0.049,32
-,1907,605605,388058,0,3,3,3,0.151,32
-,1907,605605,376324,0,3,3,3,0.02,32
-,1907,605605,376323,0,3,3,3,0.131,32
-,1907,605605,388292,0,3,3,3,0.044,32
-,1907,605605,388291,0,3,3,3,0.044,32
-,1907,605605,389131,0,3,3,3,0.055,32
-,1907,605605,377648,0,3,3,3,0.075,32
-,1907,605605,377646,0,3,3,3,0.081,32
-,1907,605605,389267,0,3,3,3,0.05,32
-,1907,605605,49102112,0,3,3,3,0.045,32
-,1907,605605,49102144,0,3,3,3,0.039,32
-,1907,605605,85280587,0,3,3,3,0.018,32
-,1907,605605,49102125,0,3,3,3,0.025,32
-,1907,605605,49102127,0,3,3,3,0.109,32
-,1907,605605,49102126,0,3,3,3,0.129,32
-,1907,605605,377680,0,3,3,3,0.147,32
-,1907,605605,388077,0,3,3,3,0.052,32
-,1907,605605,388076,0,3,3,3,0.119,32
-,1908,605605,389508,0,3,3,3,0.274,32
-,1908,605605,389512,0,3,3,3,0.241,32
-,1908,605605,389511,0,3,3,3,0.066,32
-,1908,605605,390099,0,3,3,3,0.104,32
-,1909,605605,375882,1,3,3,2,0.194,32
-,1909,605605,375883,1,3,3,2,0.172,32
-,1909,605605,49102196,1,3,3,2,0.137,32
-,1909,605605,15339445,1,3,3,2,0.071,32
-,1909,605605,15339446,1,3,3,2,0.175,32
-,1909,605605,49102200,1,3,3,2,0.031,32
-,1909,605605,49102202,1,3,3,2,0.083,32
-,1909,605605,49102203,1,3,3,2,0.177,32
-,1909,605605,389264,1,3,3,2,0.118,32
-,1909,605605,375886,1,3,3,2,0.154,32
-,1909,605605,375887,1,3,3,2,0.158,32
-,1909,605605,375888,1,3,3,2,0.065,32
-,1909,605605,375889,1,3,3,2,0.012,32
-,1909,605605,376308,1,3,3,2,0.067,32
-,1909,605605,389180,1,3,3,2,0.145,32
-,1909,605605,389181,1,3,3,2,0.23,32
-,1909,605605,389182,1,3,3,2,0.07,32
-,1909,605605,88698566,1,3,3,2,0.116,32
-,1909,605605,88698567,1,3,3,2,0.082,32
-,1909,605605,388034,1,3,,2,0.008,32
-,1912,605615,780243,1,3,3,2,0.01,32
-,1912,605615,780244,1,3,3,2,0.299,32
-,1912,605615,767239,1,3,3,2,0.124,32
-,1912,605615,768735,1,3,3,2,0.101,32
-,1912,605615,768739,1,3,3,2,0.112,32
-,1912,605615,768741,1,3,3,2,0.178,32
-,1912,605615,768743,1,3,3,2,0.143,32
-,1912,605615,50108982,1,3,3,2,0.02,32
-,1912,605615,50108997,1,3,3,2,0.217,32
-,1912,605615,50108998,1,3,3,2,0.134,32
-,1912,605615,768746,1,3,3,2,0.104,32
-,1912,605615,15341399,1,3,3,2,0.104,32
-,1912,605615,15341400,1,3,3,2,0.142,32
-,1912,605615,88645566,1,3,3,2,0.06,32
-,1912,605615,15341732,1,3,3,2,0.104,32
-,1912,605615,15341733,1,3,3,2,0.027,32
-,1912,605615,768787,1,3,3,2,0.101,32
-,1912,605615,15341737,1,3,3,2,0.018,32
-,1912,605615,15341738,1,3,3,2,0.082,32
-,1912,605615,15341742,1,3,3,2,0.091,32
-,1912,605615,15341743,1,3,3,2,0.024,32
-,1912,605615,770321,1,3,,2,0.009,32
-,1912,605615,15341747,1,3,3,2,0.031,32
-,1912,605615,15341748,1,3,3,2,0.221,32
-,1912,605615,15341757,1,3,3,2,0.339,32
-,1912,605615,15341758,1,3,3,2,0.021,32
-,1912,605615,15341762,1,3,3,2,0.02,32
-,1912,605615,15341763,1,3,3,2,0.227,32
-,1912,605615,15341998,1,3,3,2,0.206,32
-,1912,605615,15341999,1,3,3,2,0.019,32
-,1912,605615,15342003,1,3,3,2,0.018,32
-,1912,605615,15342004,1,3,3,2,0.06,32
-,1912,605615,770770,1,3,3,2,0.278,32
-,1912,605605,15339425,1,3,3,2,0.107,32
-,1912,605605,15339426,1,3,3,2,0.016,32
-,1912,605605,390111,1,3,,2,0.011,32
-,1913,605615,86208485,1,3,3,2,0.027,32
-,1913,605615,86208486,1,3,3,2,0.067,32
-,1913,605615,49859959,1,3,3,2,0.113,32
-,1913,605615,786316,1,3,3,2,0.052,32
-,1913,605615,762969,1,3,3,2,0.08,32
-,1913,605615,86208490,1,3,3,2,0.09,32
-,1913,605615,86208491,1,3,3,2,0.016,32
-,1913,605615,86208495,1,3,3,2,0.022,32
-,1913,605615,86208500,1,3,3,2,0.325,32
-,1913,605615,86208501,1,3,3,2,0.027,32
-,1913,605615,86208505,1,3,3,2,0.008,32
-,1913,605615,86208510,1,3,3,2,0.027,32
-,1913,605615,86208511,1,3,3,2,0.014,32
-,1913,605615,15341967,0,3,3,3,0.018,32
-,1913,605615,15341966,0,3,3,3,0.039,32
-,1913,605615,15341964,0,3,3,3,0.1,32
-,1913,605615,49859973,0,3,3,3,0.238,32
-,1913,605615,767242,1,3,3,2,0.111,32
-,1913,605615,767241,1,3,3,2,0.079,32
-,1913,605615,767240,1,3,3,2,0.105,32
-,1916,605615,86208456,0,3,3,3,0.041,32
-,1916,605615,86208455,0,3,3,3,0.071,32
-,1916,605615,786295,0,3,3,3,0.044,32
-,1916,605615,88217513,0,3,3,3,0.026,32
-,1916,605615,88217512,0,3,3,3,0.028,32
-,1916,605615,86208460,0,3,3,3,0.035,32
-,1916,605615,86208380,0,3,3,3,0.013,32
-,1916,605615,86208466,0,3,3,3,0.021,32
-,1916,605615,86208471,0,3,3,3,0.063,32
-,1916,605615,86208470,0,3,3,3,0.032,32
-,1916,605615,86208475,1,3,3,2,0.027,32
-,1916,605615,86208476,1,3,3,2,0.072,32
-,1916,605615,786304,1,3,3,2,0.07,32
-,1916,605615,786310,1,3,3,2,0.034,32
